FID,lat,lon
735,40.773405431199997,-73.989929826999997
736,40.773405365899997,-73.989207741599998
737,40.773954595100001,-73.992818109699996
738,40.773954547800003,-73.992096018300003
739,40.773954496000002,-73.991373926799994
740,40.773954439699999,-73.990651835400001
741,40.773954378900001,-73.989929743999994
742,40.773954313499999,-73.989207652600001
743,40.774503542700003,-73.992818050500006
744,40.774503495399998,-73.992095953100005
745,40.774503443599997,-73.991373855700004
746,40.774503387300001,-73.990651758400006
747,40.774503326400001,-73.989929661000005
748,40.774503261100001,-73.989207563600004
749,40.774503191199997,-73.988485466300006
750,40.775052442899998,-73.992095887900007
751,40.775052391099997,-73.991373784600000
752,40.775052334800002,-73.990651681299994
753,40.775052273999997,-73.989929578000002
754,40.775052208600002,-73.989207474699995
755,40.775052138699998,-73.988485371300001
756,40.775601390399999,-73.992095822799996
757,40.775601338599998,-73.991373713499996
758,40.775601282300002,-73.990651604199996
759,40.775601221499997,-73.989929494999998
760,40.775601156100002,-73.989207385699999
761,40.775601086199998,-73.988485276399999
762,40.775601011799999,-73.987763167099999
763,40.776150286099998,-73.991373642400006
764,40.776150229700001,-73.990651527200001
765,40.776150168900003,-73.989929411899993
766,40.776150103500001,-73.989207296700002
767,40.776150033599997,-73.988485181499996
768,40.776149959199998,-73.987763066300005
769,40.776699233499997,-73.991373571300002
770,40.776699177099999,-73.990651450100003
771,40.776699116300001,-73.989929328900004
772,40.776699050900000,-73.989207207700005
773,40.777248124499998,-73.990651373000006
